2973	1694121472.960893255	132.235.3.193,132.235.3.221	51770,1113	5	429725	0x00			
3015	1694121472.961552563	132.235.3.193,132.235.3.221	51770,1113	5	491114	0x00			
3057	1694121472.962237449	132.235.3.193,132.235.3.221	51770,1113	5	552503	0x00			
3099	1694121472.962906669	132.235.3.193,132.235.3.221	51770,1113	5	613892	0x00			
3141	1694121472.963634079	132.235.3.193,132.235.3.221	51770,1113	5	675281	0x00			
3183	1694121472.964279070	132.235.3.193,132.235.3.221	51770,1113	5	736670	0x00			
3225	1694121472.964983210	132.235.3.193,132.235.3.221	51770,1113	5	798059	0x00			
3267	1694121472.965658146	132.235.3.193,132.235.3.221	51770,1113	5	859448	0x00			
3309	1694121472.966333582	132.235.3.193,132.235.3.221	51770,1113	5	920837	0x00			
3351	1694121472.967028442	132.235.3.193,132.235.3.221	51770,1113	5	982226	0x00			
3393	1694121472.967702043	132.235.3.193,132.235.3.221	51770,1113	5	1043615	0x00			
3404	1694121472.968338679	132.235.3.193,132.235.3.221	51770,1113	5	1105004	0x03			
3432	1694121474.951390181	132.235.3.193,132.235.3.221	51770,1113	4		0x0c			
3486	1694121475.951871589	132.235.3.193,132.235.3.221	51770,1113	6	0	0x00			
3528	1694121475.952338909	132.235.3.193,132.235.3.221	51770,1113	6	61391	0x00			
3570	1694121475.952849057	132.235.3.193,132.235.3.221	51770,1113	6	122780	0x00			
3612	1694121475.953596930	132.235.3.193,132.235.3.221	51770,1113	6	184169	0x00			
3636	1694121475.954030872	132.235.3.193,132.235.3.221	51770,1113	6	245558	0x03			
3637	1694121475.954414994	132.235.3.193,132.235.3.221	51770,1113	3		0x0c			
3648	1694121475.954528530	132.235.3.193,132.235.3.221	51770,1113	5	1105004	0x03			
3677	1694121477.952355311	132.235.3.193,132.235.3.221	51770,1113	4		0x0c			
3713	1694121478.952649389	132.235.3.193,132.235.3.221	51770,1113	6	245558	0x03			
3714	1694121478.952743214	132.235.3.193,132.235.3.221	51770,1113	3		0x0c			
3725	1694121478.952853439	132.235.3.193,132.235.3.221	51770,1113	5	1105004	0x03			
3749	1694121480.805937995	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	1	675281	0x00			
3750	1694121480.805954745	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	1	920837	0x00			
3751	1694121480.805956946	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	1	613892	0x00			
3752	1694121480.953066117	132.235.3.193,132.235.3.221	51770,1113	4		0x0c			
3785	1694121481.953376008	132.235.3.193,132.235.3.221	51770,1113	6	245558	0x03			
3786	1694121481.953469452	132.235.3.193,132.235.3.221	51770,1113	3		0x0c			
3797	1694121481.953794656	132.235.3.193,132.235.3.221	51770,1113	5	1105004	0x03			
3833	1694121483.954100833	132.235.3.193,132.235.3.221	51770,1113	4		0x0c			
3869	1694121484.954301186	132.235.3.193,132.235.3.221	51770,1113	6	245558	0x03			
3870	1694121484.954325105	132.235.3.193,132.235.3.221	51770,1113	5		0x0c			
3912	1694121484.960558736	132.235.3.193,132.235.3.221	51770,1113	7	0	0x00			
3954	1694121484.960830725	132.235.3.193,132.235.3.221	51770,1113	7	61391	0x00			
3996	1694121484.961368606	132.235.3.193,132.235.3.221	51770,1113	7	122780	0x00			
4038	1694121484.961835481	132.235.3.193,132.235.3.221	51770,1113	7	184169	0x00			
4080	1694121484.962351147	132.235.3.193,132.235.3.221	51770,1113	7	245558	0x00			
4122	1694121484.963033128	132.235.3.193,132.235.3.221	51770,1113	7	306947	0x00			
4164	1694121484.963705671	132.235.3.193,132.235.3.221	51770,1113	7	368336	0x00			
4206	1694121484.964387910	132.235.3.193,132.235.3.221	51770,1113	7	429725	0x00			
4248	1694121484.965041780	132.235.3.193,132.235.3.221	51770,1113	7	491114	0x00			
4290	1694121484.965769119	132.235.3.193,132.235.3.221	51770,1113	7	552503	0x00			
4332	1694121484.966436586	132.235.3.193,132.235.3.221	51770,1113	7	613892	0x00			
4374	1694121484.967088326	132.235.3.193,132.235.3.221	51770,1113	7	675281	0x00			
4416	1694121484.967790642	132.235.3.193,132.235.3.221	51770,1113	7	736670	0x00			
4458	1694121484.968485112	132.235.3.193,132.235.3.221	51770,1113	7	798059	0x00			
4500	1694121484.969128408	132.235.3.193,132.235.3.221	51770,1113	7	859448	0x00			
4542	1694121484.969886254	132.235.3.193,132.235.3.221	51770,1113	7	920837	0x00			
4584	1694121484.970537028	132.235.3.193,132.235.3.221	51770,1113	7	982226	0x00			
4626	1694121484.971210567	132.235.3.193,132.235.3.221	51770,1113	7	1043615	0x00			
4637	1694121484.971876562	132.235.3.193,132.235.3.221	51770,1113	7	1105004	0x03			
4689	1694121487.955007990	132.235.3.193,132.235.3.221	51770,1113	6		0x0c			
4690	1694121487.955333749	132.235.3.193,132.235.3.221	51770,1113	5		0x0c			
4701	1694121487.955676395	132.235.3.193,132.235.3.221	51770,1113	7	1105004	0x03			
4761	1694121488.956061695	132.235.3.193,132.235.3.221	51770,1113	8	0	0x00			
4803	1694121488.956531313	132.235.3.193,132.235.3.221	51770,1113	8	61391	0x00			
4845	1694121488.957041053	132.235.3.193,132.235.3.221	51770,1113	8	122780	0x00			
4887	1694121488.957563324	132.235.3.193,132.235.3.221	51770,1113	8	184169	0x00			
4911	1694121488.958239060	132.235.3.193,132.235.3.221	51770,1113	8	245558	0x03			
4938	1694121490.956199296	132.235.3.193,132.235.3.221	51770,1113	6		0x0c			
4939	1694121490.956295129	132.235.3.193,132.235.3.221	51770,1113	5		0x0c			
4950	1694121490.956427742	132.235.3.193,132.235.3.221	51770,1113	7	1105004	0x03			
4955	1694121491.045866325	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	3	920837	0x00			
4956	1694121491.045885355	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	3	613892	0x00			
4957	1694121491.045888103	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	3	491114	0x00			
4985	1694121491.956542725	132.235.3.193,132.235.3.221	51770,1113	8	245558	0x03			
5019	1694121493.956855813	132.235.3.193,132.235.3.221	51770,1113	6		0x0c			
5020	1694121493.956959046	132.235.3.193,132.235.3.221	51770,1113	5		0x0c			
5031	1694121493.957092434	132.235.3.193,132.235.3.221	51770,1113	7	1105004	0x03			
5070	1694121494.957361218	132.235.3.193,132.235.3.221	51770,1113	8	245558	0x03			
5091	1694121496.957429350	132.235.3.193,132.235.3.221	51770,1113	6		0x0c			
5092	1694121496.957631851	132.235.3.193,132.235.3.221	51770,1113	7		0x0c			
5134	1694121496.962673310	132.235.3.193,132.235.3.221	51770,1113	9	0	0x00			
5176	1694121496.963222967	132.235.3.193,132.235.3.221	51770,1113	9	61391	0x00			
5218	1694121496.965401459	132.235.3.193,132.235.3.221	51770,1113	9	122780	0x00			
5260	1694121496.965964147	132.235.3.193,132.235.3.221	51770,1113	9	184169	0x00			
5302	1694121496.966448645	132.235.3.193,132.235.3.221	51770,1113	9	245558	0x00			
5344	1694121496.967500264	132.235.3.193,132.235.3.221	51770,1113	9	306947	0x00			
5386	1694121496.968049510	132.235.3.193,132.235.3.221	51770,1113	9	368336	0x00			
5428	1694121496.968563960	132.235.3.193,132.235.3.221	51770,1113	9	429725	0x00			
5470	1694121496.969068437	132.235.3.193,132.235.3.221	51770,1113	9	491114	0x00			
5512	1694121496.969748589	132.235.3.193,132.235.3.221	51770,1113	9	552503	0x00			
5554	1694121496.970646085	132.235.3.193,132.235.3.221	51770,1113	9	613892	0x00			
5596	1694121496.970896439	132.235.3.193,132.235.3.221	51770,1113	9	675281	0x00			
5638	1694121496.971396748	132.235.3.193,132.235.3.221	51770,1113	9	736670	0x00			
5680	1694121496.972270741	132.235.3.193,132.235.3.221	51770,1113	9	798059	0x00			
5722	1694121496.972757135	132.235.3.193,132.235.3.221	51770,1113	9	859448	0x00			
5764	1694121496.973432560	132.235.3.193,132.235.3.221	51770,1113	9	920837	0x00			
5806	1694121496.974094622	132.235.3.193,132.235.3.221	51770,1113	9	982226	0x00			
5848	1694121496.974781560	132.235.3.193,132.235.3.221	51770,1113	9	1043615	0x00			
5859	1694121496.975457057	132.235.3.193,132.235.3.221	51770,1113	9	1105004	0x03			
5905	1694121497.957887560	132.235.3.193,132.235.3.221	51770,1113	8	245558	0x03			
5931	1694121499.958343735	132.235.3.193,132.235.3.221	51770,1113	7		0x0c			
5942	1694121499.958500094	132.235.3.193,132.235.3.221	51770,1113	9	1105004	0x03			
5954	1694121500.958741760	132.235.3.193,132.235.3.221	51770,1113	8		0x0c			
6004	1694121501.959263337	132.235.3.193,132.235.3.221	51770,1113	10	0	0x00			
6046	1694121501.960136974	132.235.3.193,132.235.3.221	51770,1113	10	61391	0x00			
6088	1694121501.960637498	132.235.3.193,132.235.3.221	51770,1113	10	122780	0x00			
6130	1694121501.961140151	132.235.3.193,132.235.3.221	51770,1113	10	184169	0x00			
6154	1694121501.961636598	132.235.3.193,132.235.3.221	51770,1113	10	245558	0x03			
6172	1694121502.959210039	132.235.3.193,132.235.3.221	51770,1113	7		0x0c			
6183	1694121502.959391207	132.235.3.193,132.235.3.221	51770,1113	9	1105004	0x03			
6188	1694121503.333956040	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	5	613892	0x00			
6189	1694121503.333979144	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	5	491114	0x00			
6190	1694121503.333990429	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	5	859448	0x00			
6191	1694121503.334054129	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	5	552503	0x00			
6200	1694121503.959474289	132.235.3.193,132.235.3.221	51770,1113	8		0x0c			
6238	1694121504.959868918	132.235.3.193,132.235.3.221	51770,1113	10	245558	0x03			
6251	1694121505.959895884	132.235.3.193,132.235.3.221	51770,1113	7		0x0c			
6262	1694121505.960024705	132.235.3.193,132.235.3.221	51770,1113	9	1105004	0x03			
6273	1694121506.960142187	132.235.3.193,132.235.3.221	51770,1113	8		0x0c			
6319	1694121507.960473745	132.235.3.193,132.235.3.221	51770,1113	10	245558	0x03			
6333	1694121508.960641222	132.235.3.193,132.235.3.221	51770,1113	9		0x0c			
6375	1694121508.966577548	132.235.3.193,132.235.3.221	51770,1113	11	0	0x00			
6417	1694121508.967079002	132.235.3.193,132.235.3.221	51770,1113	11	61391	0x00			
6459	1694121508.967578031	132.235.3.193,132.235.3.221	51770,1113	11	122780	0x00			
6501	1694121508.968081707	132.235.3.193,132.235.3.221	51770,1113	11	184169	0x00			
6543	1694121508.968765536	132.235.3.193,132.235.3.221	51770,1113	11	245558	0x00			
6585	1694121508.969318485	132.235.3.193,132.235.3.221	51770,1113	11	306947	0x00			
6627	1694121508.969785070	132.235.3.193,132.235.3.221	51770,1113	11	368336	0x00			
6669	1694121508.970622114	132.235.3.193,132.235.3.221	51770,1113	11	429725	0x00			
6711	1694121508.971034243	132.235.3.193,132.235.3.221	51770,1113	11	491114	0x00			
6753	1694121508.971747466	132.235.3.193,132.235.3.221	51770,1113	11	552503	0x00			
6795	1694121508.972464731	132.235.3.193,132.235.3.221	51770,1113	11	613892	0x00			
6837	1694121508.973108917	132.235.3.193,132.235.3.221	51770,1113	11	675281	0x00			
6879	1694121508.973788373	132.235.3.193,132.235.3.221	51770,1113	11	736670	0x00			
6921	1694121508.974534486	132.235.3.193,132.235.3.221	51770,1113	11	798059	0x00			
6963	1694121508.975149321	132.235.3.193,132.235.3.221	51770,1113	11	859448	0x00			
7005	1694121508.975836568	132.235.3.193,132.235.3.221	51770,1113	11	920837	0x00			
7047	1694121508.976535204	132.235.3.193,132.235.3.221	51770,1113	11	982226	0x00			
7089	1694121508.977196468	132.235.3.193,132.235.3.221	51770,1113	11	1043615	0x00			
7100	1694121508.977859726	132.235.3.193,132.235.3.221	51770,1113	11	1105004	0x03			
7113	1694121509.960893190	132.235.3.193,132.235.3.221	51770,1113	8		0x0c			
7148	1694121510.961151617	132.235.3.193,132.235.3.221	51770,1113	10	245558	0x03			
7157	1694121511.961455553	132.235.3.193,132.235.3.221	51770,1113	9		0x0c			
7168	1694121511.961638668	132.235.3.193,132.235.3.221	51770,1113	11	1105004	0x03			
7202	1694121513.962010755	132.235.3.193,132.235.3.221	51770,1113	10		0x0c			
7216	1694121514.962530014	132.235.3.193,132.235.3.221	51770,1113	9		0x0c			
7258	1694121514.962875381	132.235.3.193,132.235.3.221	51770,1113	12	0	0x00			
7300	1694121514.963801445	132.235.3.193,132.235.3.221	51770,1113	12	61391	0x00			
7342	1694121514.964397099	132.235.3.193,132.235.3.221	51770,1113	12	122780	0x00			
7384	1694121514.965103579	132.235.3.193,132.235.3.221	51770,1113	12	184169	0x00			
7408	1694121514.965631835	132.235.3.193,132.235.3.221	51770,1113	12	245558	0x03			
7419	1694121514.965803465	132.235.3.193,132.235.3.221	51770,1113	11	1105004	0x03			
7478	1694121515.621872775	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	7	552503	0x00			
7479	1694121515.621889461	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	7	613892	0x00			
7480	1694121515.621891781	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	7	859448	0x00			
7481	1694121515.621956898	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	7	491114	0x00			
7508	1694121516.963056729	132.235.3.193,132.235.3.221	51770,1113	10		0x0c			
7532	1694121517.963207720	132.235.3.193,132.235.3.221	51770,1113	9		0x0c			
7556	1694121517.963599686	132.235.3.193,132.235.3.221	51770,1113	12	245558	0x03			
7567	1694121517.963766124	132.235.3.193,132.235.3.221	51770,1113	11	1105004	0x03			
7599	1694121519.963720615	132.235.3.193,132.235.3.221	51770,1113	10		0x0c			
7641	1694121520.964232151	132.235.3.193,132.235.3.221	51770,1113	12	245558	0x03			
7642	1694121520.964279850	132.235.3.193,132.235.3.221	51770,1113	11		0x0c			
7643	1694121520.967653678	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	12	245558	0x03			
7644	1694121520.967749604	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	11		0x0c			
7686	1694121520.970250811	132.235.3.193,132.235.3.221	51770,1113	13	0	0x00			
7728	1694121520.970517181	132.235.3.193,132.235.3.221	51770,1113	13	61391	0x00			
7770	1694121520.971004124	132.235.3.193,132.235.3.221	51770,1113	13	122780	0x00			
7812	1694121520.971530875	132.235.3.193,132.235.3.221	51770,1113	13	184169	0x00			
7854	1694121520.972031522	132.235.3.193,132.235.3.221	51770,1113	13	245558	0x00			
7896	1694121520.972530067	132.235.3.193,132.235.3.221	51770,1113	13	306947	0x00			
7938	1694121520.973145386	132.235.3.193,132.235.3.221	51770,1113	13	368336	0x00			
7980	1694121520.973823216	132.235.3.193,132.235.3.221	51770,1113	13	429725	0x00			
8022	1694121520.974504941	132.235.3.193,132.235.3.221	51770,1113	13	491114	0x00			
8064	1694121520.975244846	132.235.3.193,132.235.3.221	51770,1113	13	552503	0x00			
8065	1694121520.975484635	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	13	0	0x00			
8107	1694121520.975869829	132.235.3.193,132.235.3.221	51770,1113	13	613892	0x00			
8149	1694121520.976555813	132.235.3.193,132.235.3.221	51770,1113	13	675281	0x00			
8191	1694121520.977232348	132.235.3.193,132.235.3.221	51770,1113	13	736670	0x00			
8233	1694121520.977919451	132.235.3.193,132.235.3.221	51770,1113	13	798059	0x00			
8275	1694121520.978596024	132.235.3.193,132.235.3.221	51770,1113	13	859448	0x00			
8317	1694121520.979282766	132.235.3.193,132.235.3.221	51770,1113	13	920837	0x00			
8359	1694121520.979997077	132.235.3.193,132.235.3.221	51770,1113	13	982226	0x00			
8401	1694121520.980642754	132.235.3.193,132.235.3.221	51770,1113	13	1043615	0x00			
8402	1694121520.980694500	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	13	61391	0x00			
8413	1694121520.981309148	132.235.3.193,132.235.3.221	51770,1113	13	1105004	0x03			
8414	1694121520.985901024	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	13	122780	0x00			
8415	1694121520.990986053	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	13	184169	0x00			
8458	1694121522.964834224	132.235.3.193,132.235.3.221	51770,1113	10		0x0c			
8459	1694121522.965311756	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	10		0x0c			
8497	1694121523.964690495	132.235.3.193,132.235.3.221	51770,1113	12	245558	0x03			
8498	1694121523.964792714	132.235.3.193,132.235.3.221	51770,1113	11		0x0c			
8509	1694121523.964899547	132.235.3.193,132.235.3.221	51770,1113	13	1105004	0x03			
8510	1694121523.968548874	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	12	245558	0x03			
8511	1694121523.968567679	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	11		0x0c			
8592	1694121527.909920408	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	9	736670	0x00			
8593	1694121527.909940460	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	9	1043615	0x00			
8594	1694121527.909942946	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	9	491114	0x00			
8828	1694121540.197947253	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	11	491114	0x00			
8829	1694121540.197964120	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	11	920837	0x00			
8830	1694121540.197966449	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	11	859448	0x00			
8831	1694121540.198032811	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	11	613892	0x00			
9032	1694121552.485930756	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	13	1105004	0x03			
9033	1694121552.485948229	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	13	798059	0x00			
9034	1694121552.485950861	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	13	552503	0x00			
9035	1694121552.486023223	132.235.3.221,132.235.3.193,132.235.3.193,132.235.3.221	51770,1113	13	491114	0x00			
